Course Code,Course Name,Course Instructor,Parsed Course Name
2198-81144,Fa19-ITAL-122480-RA-Intermediate Italian I,"Pausini, Cristina",Intermediate Italian I
2198-81145,Fa19-ITAL-122480-A-Intermediate Italian I,"Merolla, Carmela",Intermediate Italian I
2198-81146,Fa19-ITAL-122927-A-Comp & Conv I,"Pausini, Cristina",Comp & Conv I
2198-81147,Fa19-ITAL-123575-A-Dante's Inferno,"Pollina, Vincent",Dante's Inferno
2198-81148,Fa19-ITAL-122330-A-Elementary Italian I,"Merolla, Carmela",Elementary Italian I
2198-81149,Fa19-ITAL-122330-B-Elementary Italian I,"Merolla, Carmela",Elementary Italian I
2198-81150,Fa19-ITAL-123453-A-Modern Italian Literature,"Baffoni-Licata, Laura",Modern Italian Literature
2198-81151,Fa19-ITAL-124287-01-Honors Thesis A,,Honors Thesis A
2198-81152,Fa19-ITAL-138662-01-Honors Thesis B,,Honors Thesis B
2198-81153,Fa19-ITAL-122330-C-Elementary Italian I,"DiSilvio, Patricia",Elementary Italian I
2198-81154,Fa19-ITAL-122927-RA-Comp & Conv I,"Pausini, Cristina",Comp & Conv I
2198-81155,Fa19-ITAL-122412-A-Elementary Italian II,"DiSilvio, Patricia",Elementary Italian II
2198-81156,Fa19-ITAL-122412-RA-Elementary Italian II,"Pausini, Cristina",Elementary Italian II
2198-81158,Fa19-POR-137599-A-Intermed Portuguese I,"Champlin, Maria",Intermed Portuguese I
2198-81159,Fa19-POR-137599-RA-Intermed Portuguese I,"Soares, Cristiane",Intermed Portuguese I
2198-81160,Fa19-POR-137457-A-Elementary Portuguese I,"Champlin, Maria",Elementary Portuguese I
2198-81163,Fa19-POR-137599-RB-Intermed Portuguese I,,Intermed Portuguese I
2198-81165,Fa19-POR-142167-01-Independent Study,"Soares, Cristiane",Independent Study
2198-81167,Fa19-LAS-122563-01-Lat Am St Indep Stud,,Lat Am St Indep Stud
2198-81168,Fa19-LAS-122545-01-Lat Am St Cap Proj,,Lat Am St Cap Proj
2198-81169,Fa19-LAS-122507-01-Lat Am St Spec Topics,"Corbett, Barbara",Lat Am St Spec Topics
2198-81170,Fa19-NUTR-130915-01-Fundamentals of GIS,"Thorn, Alexandra",Fundamentals of GIS
2198-81171,Fa19-CH-101151-01-Intro Community Health,"Flores, Cecilia",Intro Community Health
2198-81172,Fa19-CH-101928-01-Sci & Practice Medicine,"Glickman-Simon, Richard",Sci & Practice Medicine
2198-81174,Fa19-CH-139412-01-WASH Seminar,"Kosinski, Karen",WASH Seminar
2198-81175,Fa19-CH-101207-01-Community Health Methods,"Tendulkar, Shalini",Community Health Methods
2198-81176,Fa19-CH-101302-01-Introduction to Global Health,"Kosinski, Karen",Introduction to Global Health
2198-81177,Fa19-CH-102233-01-Internship,"Acevedo, Andrea",Internship
2198-81178,Fa19-CH-103039-01-Independent Study,"Acevedo, Andrea; Agenor, Madina; Allen, Jennifer; Cuevas, Adolfo; Kosinski, Karen; Ladin, Keren; McGregor, Alecia; Ona, Fernando; Tendulkar, Shalini",Independent Study
2198-81179,Fa19-CH-103039-02-Independent Study,"Kosinski, Karen",Independent Study
2198-81183,Fa19-CH-103039-06-Independent Study,"Ladin, Keren",Independent Study
2198-81184,Fa19-CH-103209-01-Sr Thesis Comm Health A,"Acevedo, Andrea; Agenor, Madina; Allen, Jennifer; Cuevas, Adolfo; Kosinski, Karen; McGregor, Alecia; Ona, Fernando; Tendulkar, Shalini",Sr Thesis Comm Health A
2198-81185,Fa19-CH-103295-01-Fieldwork,"Acevedo, Andrea; Agenor, Madina; Allen, Jennifer; Cuevas, Adolfo; Kosinski, Karen; Ladin, Keren; McGregor, Alecia; Stransky, Michelle; Tendulkar, Shalini",Fieldwork
2198-81188,Fa19-CH-101187-01-Health Care In America,"Lischko, Amy",Health Care In America
2198-81189,Fa19-CH-101151-RA-Intro Community Health,,Intro Community Health
2198-81190,Fa19-CH-101151-RB-Intro Community Health,,Intro Community Health
2198-81191,Fa19-CH-101151-RC-Intro Community Health,"Allen, Jennifer",Intro Community Health
2198-81192,Fa19-CH-101187-RA-Health Care In America,,Health Care In America
2198-81193,Fa19-CH-101187-RB-Health Care In America,,Health Care In America
2198-81194,Fa19-CH-101187-RC-Health Care In America,,Health Care In America
2198-81195,Fa19-CH-101187-RD-Health Care In America,,Health Care In America
2198-81197,Fa19-CH-101378-01-Special Topics/comm Hlth,"Bentkover, Judith",Special Topics/comm Hlth
2198-81199,Fa19-CH-141812-01-Principles Epidemiology,"Woodin, Mark",Principles Epidemiology
2198-81201,Fa19-CH-143287-01-Fundamentals of Biostatistics,"Woodin, Mark",Fundamentals of Biostatistics
2198-81203,Fa19-CH-143446-01-Health in the Spanish-Speaking,"Millay, Amy",Health in the Spanish-Speaking
2198-81204,Fa19-CH-143542-01-Exceptional Child,"Elion, Leandra",Exceptional Child
2198-81206,Fa19-CH-143662-01-Biology of Water & Health,"Gute, David",Biology of Water & Health
2198-81215,Fa19-FAH-118151-01-Curatorial Approaches,"Courtney, Julia",Curatorial Approaches
2198-81216,Fa19-FAH-118205-02-Museums:mission&function,"Iacobucci, Cara",Museums:mission&function
2198-81217,Fa19-FAH-118205-01-Museums:mission&function,"Robinson, Cynthia",Museums:mission&function
2198-81218,Fa19-FAH-112972-01-Historiography&Methodol.ArtHis,"Melius, Jeremy",Historiography&Methodol.ArtHis
2198-81219,Fa19-FAH-112803-01-Theories & Methods-ArtHistory,"Rosenberg, Eric",Theories & Methods-ArtHistory
2198-81220,Fa19-FAH-116863-01-Medieval Art Mediterrane,"Hoffman, Eva",Medieval Art Mediterrane
2198-81221,Fa19-FAH-117617-01-Museum History & Theory,"McClellan, Andrew",Museum History & Theory
2198-81222,Fa19-FAH-118540-01-Qualifying Paper #1,"Baskins, Cristelle; Hoffman, Eva; Kaminishi, Ikumi; Maranci, Christina; Martinez, Diana; McClellan, Andrew; Melius, Jeremy; Probst, Peter; Rosenberg, Eric; Stewart-Halevy, Jacob; Turvey, Malcolm; Zavala Zum Brook, Adriana",Qualifying Paper #1
2198-81223,Fa19-FAH-118599-01-Thesis A,"Baskins, Cristelle; Hoffman, Eva; Kaminishi, Ikumi; Maranci, Christina; Martinez, Diana; McClellan, Andrew; Melius, Jeremy; Probst, Peter; Rosenberg, Eric; Stewart-Halevy, Jacob; Turvey, Malcolm; Zavala Zum Brook, Adriana",Thesis A
2198-81224,Fa19-FAH-117607-01-Senior Honors Thesis A,"Baskins, Cristelle; Hoffman, Eva; Kaminishi, Ikumi; Maranci, Christina; McClellan, Andrew; Melius, Jeremy; Probst, Peter; Rosenberg, Eric; Stewart-Halevy, Jacob; Turvey, Malcolm; Zavala Zum Brook, Adriana",Senior Honors Thesis A
2198-81225,Fa19-FAH-118459-01-Museum Practicum,"Robinson, Cynthia",Museum Practicum
2198-81226,Fa19-FAH-111681-PT-Masters Degree Cont.,,Masters Degree Cont.
2198-81227,Fa19-FAH-111710-FT-Masters Degree Cont.,,Masters Degree Cont.
2198-81228,Fa19-FAH-111738-01-Comb Degree-Bmfa,,Comb Degree-Bmfa
2198-81229,Fa19-FAH-111757-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-81230,Fa19-FAH-111773-RA-Grad Research Assistant,,Grad Research Assistant
2198-81231,Fa19-FAH-115720-01-Intro To Arts Of Africa,"Probst, Peter",Intro To Arts Of Africa
2198-81232,Fa19-FAH-119255-01-Independent Studies,,Independent Studies
2198-81233,"Fa19-FAH-114035-01-Armenian Art,Arch & Pol","Maranci, Christina","Armenian Art,Arch & Pol"
2198-81239,Fa19-FAH-119900-01-Design: Architectural,"White, Aaron",Design: Architectural
2198-81240,Fa19-FAH-120036-01-Design: Architectural Adv,,Design: Architectural Adv
2198-81242,Fa19-FAH-117572-03-Undergraduate Seminar,"Hoffman, Eva",Undergraduate Seminar
2198-81243,Fa19-FAH-117841-01-Sem In Renaissance Art,"Baskins, Cristelle",Sem In Renaissance Art
2198-81245,Fa19-FAH-118076-01-Seminar In Art History,"Hoffman, Eva",Seminar In Art History
2198-81253,Fa19-FAH-143222-01-Intro to Contemporary Art,"Gephart, Emily",Intro to Contemporary Art
2198-81254,Fa19-ARCH-103036-01-Ancient Egypt,"Harrington, James",Ancient Egypt
2198-81255,Fa19-ARCH-103099-01-Prehistoric Archaeology,"Sullivan, Lauren",Prehistoric Archaeology
2198-81256,Fa19-CLS-100378-01-Ancient Egypt,"Harrington, James",Ancient Egypt
2198-81257,Fa19-CLS-100702-01-Hist Of Ancient Greece,"Hitchner, R.",Hist Of Ancient Greece
2198-81258,Fa19-CLS-100702-RA-Hist Of Ancient Greece,"Hitchner, R.",Hist Of Ancient Greece
2198-81259,Fa19-CLS-100702-RB-Hist Of Ancient Greece,"Hitchner, R.",Hist Of Ancient Greece
2198-81260,Fa19-CLS-100702-RC-Hist Of Ancient Greece,"Hitchner, R.",Hist Of Ancient Greece
2198-81261,Fa19-CLS-101339-01-Classical Mythology,"Beaulieu, Marie-Claire",Classical Mythology
2198-81262,Fa19-CLS-102533-01-Ancient Grk/rom Medicine,"Phillips, Joanne",Ancient Grk/rom Medicine
2198-81263,Fa19-CLS-101830-01-Classics Opt Recitation,"Hitchner, R.",Classics Opt Recitation
2198-81264,Fa19-CLS-100870-01-Western Pol Thought I,"Sullivan, Vickie",Western Pol Thought I
2198-81265,Fa19-CLS-100776-01-Byzantine World,"Proctor, David",Byzantine World
2198-81266,Fa19-CLS-100571-01-Classics Of Greece,"Mahoney, Anne",Classics Of Greece
2198-81267,Fa19-CLS-101712-01-Sp&indp Studies:classics,"Strobino, Riccardo",Sp&indp Studies:classics
2198-81268,Fa19-CLS-100776-RA-Byzantine World,"Proctor, David",Byzantine World
2198-81269,Fa19-CLS-100776-RB-Byzantine World,"Proctor, David",Byzantine World
2198-81270,Fa19-CLS-100776-RC-Byzantine World,"Proctor, David",Byzantine World
2198-81271,Fa19-CLS-100776-RD-Byzantine World,"Proctor, David",Byzantine World
2198-81272,Fa19-CLS-107144-01-Thesis A,"Beaulieu, Marie-Claire; Crane, Gregory; Harrington, James; Hirsch, Steven; Hitchner, R.; Mahoney, Anne; Phillips, Joanne; Rossi, Andreola; Setnik, Susan; Strobino, Riccardo",Thesis A
2198-81273,Fa19-CLS-107615-FT-Masters Degree Cont.,,Masters Degree Cont.
2198-81274,Fa19-CLS-107639-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-81275,Fa19-CLS-107655-RA-Grad Research Assistant,,Grad Research Assistant
2198-81278,Fa19-CLS-100870-RA-Western Pol Thought I,,Western Pol Thought I
2198-81280,Fa19-CLS-143100-01-The Rome of Augustus,"Rossi, Andreola",The Rome of Augustus
2198-81281,Fa19-CLS-103682-01-Seminar Ancient History,"Harrington, James",Seminar Ancient History
2198-81282,"Fa19-CLS-105802-01-Adv Sp Stdy,Sem:classics","Crane, Gregory","Adv Sp Stdy,Sem:classics"
2198-81287,Fa19-GRK-127406-01-Elem Ancient Greek I,"Crane, Gregory",Elem Ancient Greek I
2198-81288,Fa19-GRK-127763-01-Intermediate Ancient Greek,"Mahoney, Anne",Intermediate Ancient Greek
2198-81289,Fa19-GRK-139409-01-Review and Readings,"Mahoney, Anne",Review and Readings
2198-81290,Fa19-GRK-128655-01-Greek Seminar,"Hirsch, Steven",Greek Seminar
2198-81292,Fa19-LAT-122671-01-Elementary Latin I,"Rossi, Andreola",Elementary Latin I
2198-81293,Fa19-LAT-122821-01-Intermediate Latin,"Rossi, Andreola",Intermediate Latin
2198-81294,Fa19-LAT-122821-02-Intermediate Latin,"Setnik, Susan",Intermediate Latin
2198-81295,Fa19-LAT-123162-01-Latin Prose,"Phillips, Joanne",Latin Prose
2198-81296,Fa19-LAT-139408-01-Review and Readings,"Phillips, Joanne",Review and Readings
2198-81297,Fa19-LAT-141420-01-Survey of Latin Literature,"Mahoney, Anne",Survey of Latin Literature
2198-81302,Fa19-CHBE-103583-01-Chemical Process Prin,"Rajput, Nav Nidhi",Chemical Process Prin
2198-81303,Fa19-CHBE-103965-01-Chem & Biological En Lab,"Rajput, Nav Nidhi",Chem & Biological En Lab
2198-81304,Fa19-CHBE-103965-02-Chem & Biological En Lab,"Rajput, Nav Nidhi",Chem & Biological En Lab
2198-81305,Fa19-CHBE-104132-01-Undergraduate Research,"Abriola, Linda; Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Hassoun, Soha; Kaplan, David; Lee, Kyongbum; Nair, Nikhil; Panzer, Matthew; Rajput, Nav Nidhi; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Yi, Hyunmin",Undergraduate Research
2198-81306,Fa19-CHBE-104192-01-Honors Thesis Research A,"Abriola, Linda; Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Hassoun, Soha; Kaplan, David; Lee, Kyongbum; Nair, Nikhil; Panzer, Matthew; Rajput, Nav Nidhi; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Yi, Hyunmin",Honors Thesis Research A
2198-81307,Fa19-CHBE-104399-01-Process Dynams & Control,"Ryder, Daniel",Process Dynams & Control
2198-81308,Fa19-CHBE-104699-01-Biochemical Engineering,"Sridharan, Gautham",Biochemical Engineering
2198-81309,Fa19-CHBE-105207-01-Adv Thermodynamics,"Mess, Derek",Adv Thermodynamics
2198-81310,Fa19-CHBE-105248-01-Graduate Seminar,"Panzer, Matthew",Graduate Seminar
2198-81311,Fa19-CHBE-105365-01-Master's Thesis Research,"Abriola, Linda; Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Hassoun, Soha; Kaplan, David; Lee, Kyongbum; Nair, Nikhil; Panzer, Matthew; Rajput, Nav Nidhi; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Xu, Qiaobing; Yi, Hyunmin",Master's Thesis Research
2198-81313,Fa19-CHBE-105750-PT-Doctoral Continuation - PT,,Doctoral Continuation - PT
2198-81314,Fa19-CHBE-105817-FT-Doctoral Continuation - FT,,Doctoral Continuation - FT
2198-81315,Fa19-CHBE-105711-RA-Grad Research Assistant,"Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Kaplan, David; Lee, Kyongbum; Meldon, Jerry; Nair, Nikhil; Panzer, Matthew; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Xu, Qiaobing; Yi, Hyunmin",Grad Research Assistant
2198-81316,Fa19-CHBE-105687-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-81317,Fa19-CHBE-105667-FT-Master's Continuation - FT,,Master's Continuation - FT
2198-81318,Fa19-CHBE-105588-PT-Master's Continuation - PT,,Master's Continuation - PT
2198-81321,Fa19-CHBE-104914-01-Biotech Process Proj Lab,"Yi, Hyunmin",Biotech Process Proj Lab
2198-81323,Fa19-CHBE-104459-01-Therm-Fluid Transport I,"Kemmerling, Erica",Therm-Fluid Transport I
2198-81324,Fa19-CHBE-104831-01-Biomaterials & Regenerative Me,"Limem, Skander",Biomaterials & Regenerative Me
2198-81325,Fa19-CHBE-105487-01-Master Of En Project,"Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Kaplan, David; Lee, Kyongbum; Nair, Nikhil; Panzer, Matthew; Rajput, Nav Nidhi; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Xu, Qiaobing; Yi, Hyunmin",Master Of En Project
2198-81329,Fa19-CHBE-103757-01-Transport Phenomena II,"Lee, Kyongbum",Transport Phenomena II
2198-81330,Fa19-CHBE-103906-01-Applied Numerical Method,"Tzanakakis, Emmanouhl",Applied Numerical Method
2198-81331,Fa19-CHBE-105162-01-Math Meths In Chem Engr,"Georgakis, Christos; Ryder, Daniel",Math Meths In Chem Engr
2198-81332,Fa19-CHBE-105446-02-Doctoral Thesis Research,"Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Kaplan, David; Lee, Kyongbum; Nair, Nikhil; Panzer, Matthew; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Xu, Qiaobing; Yi, Hyunmin",Doctoral Thesis Research
2198-81333,Fa19-CHBE-104248-01-Internship In Chbe,"Abriola, Linda; Asatekin, Ayse; Deshlahra, Prashant; Flytzani-Stephanopoulos, Maria; Georgakis, Christos; Hassoun, Soha; Lee, Kyongbum; Nair, Nikhil; Panzer, Matthew; Ryder, Daniel; Tzanakakis, Emmanouhl; Van Deventer, James; Yi, Hyunmin",Internship In Chbe
2198-81334,Fa19-ED-109328-01-Anthro. & Sociology of School,"Sanchez Ares, Rocio",Anthro. & Sociology of School
2198-81335,Fa19-ED-109711-01-Educ For Peace & Justice,"Donahue-Keegan, Deborah",Educ For Peace & Justice
2198-81336,Fa19-ED-112822-01-1styr Sem Sch Psych Pract,"Pinto, Silas; Seaton, Erin",1styr Sem Sch Psych Pract
2198-81337,Fa19-ED-112841-01-Mste Pro-Seminar,"Brizuela, Barbara",Mste Pro-Seminar
2198-81338,"Fa19-ED-113112-01-Fndsoflng,Cog&acad Intvn","Seaton, Erin","Fndsoflng,Cog&acad Intvn"
2198-81339,Fa19-ED-113282-02-Practic Coun&schl Psych,"Trant, Robert",Practic Coun&schl Psych
2198-81340,Fa19-ED-113282-03-Practic Coun&schl Psych,"Welch, Michele",Practic Coun&schl Psych
2198-81341,Fa19-ED-113670-01-Adv Approaches To Cnslng,"Luz-Alterman, Steven",Adv Approaches To Cnslng
2198-81342,Fa19-ED-113736-01-Fnds Psychoed Assessment,"Camposano, Stacy",Fnds Psychoed Assessment
2198-81343,"Fa19-ED-114082-01-Soc,Emo,Beh Assessment","Roop, Noelle","Soc,Emo,Beh Assessment"
2198-81344,Fa19-ED-114604-01-Dev Psychpathology In Ed,"Trant, Robert",Dev Psychpathology In Ed
2198-81345,Fa19-ED-114689-01-Prof Prac In Schl Psych,"Pinto, Silas",Prof Prac In Schl Psych
2198-81346,Fa19-ED-115624-01-Teach. & Learn. in the Museum,"Robinson, Cynthia",Teach. & Learn. in the Museum
2198-81347,Fa19-ED-115984-01-Museums:Mission&Function,"Robinson, Cynthia",Museums:Mission&Function
2198-81348,Fa19-ED-115984-02-Museums:Mission&Function,"Iacobucci, Cara",Museums:Mission&Function
2198-81349,Fa19-ED-116004-01-Museums and Digital Media,,Museums and Digital Media
2198-81350,Fa19-ED-116124-01-Observing Theory Action,"Cohen, Steven",Observing Theory Action
2198-81351,Fa19-ED-116703-01-Hist & Soc St Curricula,"Cohen, Steven",Hist & Soc St Curricula
2198-81352,Fa19-ED-116865-01-Dev Knowledge&reason Sci,"Gouvea, Julia",Dev Knowledge&reason Sci
2198-81353,Fa19-ED-116963-01-Math Learning Environmen,"Izsak, Andrew",Math Learning Environmen
2198-81354,Fa19-ED-117206-01-Lang Arts Curr Gr 5-12,"Powell, Shameka",Lang Arts Curr Gr 5-12
2198-81355,Fa19-ED-117340-01-Ling Appr/2nd Lang Acq,"Stoessel-Deschner, Saskia",Ling Appr/2nd Lang Acq
2198-81356,Fa19-ED-118415-01-Human Dev & Learning,"Gravel, Brian",Human Dev & Learning
2198-81357,Fa19-ED-118782-01-Educ Except Child,"Beardsley, Linda",Educ Except Child
2198-81358,Fa19-ED-114857-03-Internship School Psych,"Carver, Denise",Internship School Psych
2198-81359,Fa19-ED-116261-01-Intro To Teaching,"Redmond, Ryan",Intro To Teaching
2198-81360,Fa19-ED-117790-01-Engineering Education,"Gouvea, Julia",Engineering Education
2198-81361,Fa19-ED-111925-02-Special Topics,"Barahal, Susan; Beardsley, Linda; Bower-Basso, Pamela; Brizuela, Barbara; Cohen, Steven; Gravel, Brian; Hammer, David; Izsak, Andrew; Luz-Alterman, Steven; Pinto, Silas; Rogers, Laura; Seaton, Erin; Wendell, Kristen",Special Topics
2198-81362,Fa19-ED-110383-01-Story In Education,"Beardsley, Linda",Story In Education
2198-81363,Fa19-ED-116220-01-Field Exper In Education,"Cohen, Steven",Field Exper In Education
2198-81364,Fa19-ED-112264-01-Field Studies Education,"Cohen, Steven",Field Studies Education
2198-81365,Fa19-ED-113602-01-Common Factors In Cnslng,"Luz-Alterman, Steven",Common Factors In Cnslng
2198-81366,Fa19-ED-115544-01-Internship,"Brizuela, Barbara; Gouvea, Julia; Hammer, David; Izsak, Andrew",Internship
2198-81367,Fa19-ED-115966-01-Museum Practicum,"Robinson, Cynthia",Museum Practicum
2198-81368,Fa19-ED-138806-01-Qualifying Paper I,"Brizuela, Barbara; Gouvea, Julia; Gravel, Brian; Hammer, David; Izsak, Andrew",Qualifying Paper I
2198-81369,Fa19-ED-116192-01-Research Paper,"Brizuela, Barbara; Gouvea, Julia; Gravel, Brian; Hammer, David; Izsak, Andrew; Powell, Shameka",Research Paper
2198-81370,Fa19-ED-116258-01-Thesis,"Brizuela, Barbara; Gouvea, Julia; Gravel, Brian; Hammer, David; Izsak, Andrew; Powell, Shameka; Wendell, Kristen",Thesis
2198-81371,Fa19-ED-116338-01-Dissertation,"Brizuela, Barbara; Gouvea, Julia; Gravel, Brian; Hammer, David; Izsak, Andrew",Dissertation
2198-81372,Fa19-ED-116375-01-Doctoral Dissertation,"Brizuela, Barbara; Gouvea, Julia; Gravel, Brian; Hammer, David; Izsak, Andrew",Doctoral Dissertation
2198-81373,Fa19-ED-116415-01-Qualifying Paper II,"Brizuela, Barbara; Gouvea, Julia; Gravel, Brian; Hammer, David; Izsak, Andrew",Qualifying Paper II
2198-81374,Fa19-ED-116621-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-81375,Fa19-ED-116598-FT-Masters Continuation Ft,,Masters Continuation Ft
2198-81376,Fa19-ED-116523-PT-Masters Continuation Pt,,Masters Continuation Pt
2198-81377,Fa19-ED-116644-RA-Grad Research Assistant,,Grad Research Assistant
2198-81378,Fa19-ED-116666-PT-Doctoral Continuation Pt,,Doctoral Continuation Pt
2198-81379,Fa19-ED-116681-FT-Doctoral Continuation - FT,,Doctoral Continuation - FT
2198-81380,Fa19-ED-141481-01-Food and Schools,"Redmond, Ryan",Food and Schools
2198-81381,Fa19-ED-138825-01-Special Topics,"Beardsley, Linda",Special Topics
2198-81382,Fa19-ED-109983-01-Tech Tools For Learning,"Sullivan, Amanda",Tech Tools For Learning
2198-81383,Fa19-ED-142338-01-Family-School Connections,"McWayne, Christine",Family-School Connections
2198-81384,Fa19-ED-114857-02-Internship School Psych,"Hall, Ann",Internship School Psych
2198-81385,Fa19-ED-113282-01-Practic Coun&schl Psych,"Roop, Noelle",Practic Coun&schl Psych
2198-81386,Fa19-ED-143025-01-Senior Honors Thesis A,"Beardsley, Linda; Cohen, Steven; Hammer, David",Senior Honors Thesis A
2198-81387,Fa19-ED-109790-01-Critical Race Theory,"Powell, Shameka",Critical Race Theory
2198-81388,Fa19-ED-114857-01-Internship School Psych,"Vorkink, Rachel",Internship School Psych
2198-81390,Fa19-ED-111925-01-Special Topics,"Caddle, Mary; Dini, Vesal",Special Topics
2198-81391,Fa19-ED-111925-03-Special Topics,"Seaton, Erin",Special Topics
2198-81392,Fa19-ED-111925-04-Special Topics,"Dantzer-rosenthal, Marya",Special Topics
2198-81394,Fa19-EDS-118017-MU-Art Ed Found Prek-8,"Bower-Basso, Pamela",Art Ed Found Prek-8
2198-81395,Fa19-EDS-118283-MU-Art Ed Found 5-12,"Bower-Basso, Pamela",Art Ed Found 5-12
2198-81396,Fa19-EDS-118567-MU-Field Studies Art Prek-8,"Barahal, Susan",Field Studies Art Prek-8
2198-81397,Fa19-EDS-118633-MU-Field Studies Art 5-12,"Barahal, Susan",Field Studies Art 5-12
2198-81398,Fa19-EDS-117128-MU-Art Educ&human Devlpment,"Furst, Katharine",Art Educ&human Devlpment
2198-81399,Fa19-DR-109611-01-Introduction To Acting,"Rezes, Jo",Introduction To Acting
2198-81400,Fa19-DR-109611-03-Introduction To Acting,"Spearman, Peter",Introduction To Acting
2198-81401,Fa19-DR-109611-02-Introduction To Acting,"Drum, Stephen",Introduction To Acting
2198-81402,Fa19-DR-110356-02-Public Speaking,"Cooney, Deborah",Public Speaking
2198-81403,Fa19-DR-110356-01-Public Speaking,"Cooney, Deborah",Public Speaking
2198-81404,Fa19-DR-111607-01-Practicum In Acting,"Montez, Noe",Practicum In Acting
2198-81405,Fa19-DR-111649-02-Practicum In Production,"Lilienthal, Brian",Practicum In Production
2198-81406,Fa19-DR-111649-01-Practicum In Production,"Girard, Linda",Practicum In Production
2198-81407,Fa19-DR-111649-03-Practicum In Production,"Simpson, Theodore",Practicum In Production
2198-81408,Fa19-DR-112581-01-Costume Design,"Girard, Linda",Costume Design
2198-81409,Fa19-DR-114274-01-Practicum In Design,"Simpson, Theodore",Practicum In Design
2198-81410,Fa19-DR-114274-02-Practicum In Design,"Girard, Linda",Practicum In Design
2198-81411,Fa19-DR-114398-01-Practicum In Directing,"Montez, Noe",Practicum In Directing
2198-81412,Fa19-DR-115717-01-Intro To Grad Studies,"Montez, Noe",Intro To Grad Studies
2198-81414,Fa19-DR-113677-01-Directing I,"O'Leary, Bridget",Directing I
2198-81416,Fa19-DR-115323-03-Special Topics,,Special Topics
2198-81417,Fa19-DR-110440-01-Scene Painting,"Simpson, Theodore",Scene Painting
