Course Code,Course Name,Course Instructor,Parsed Course Name
2198-80866,Fa19-CHEM-140116-01-Research III,"Bennett, Clay; Davis, Luke; Kaplan, David; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur",Research III
2198-80867,Fa19-CHEM-140118-01-Research V,"Bennett, Clay; Davis, Luke; Kaplan, David; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur",Research V
2198-80868,Fa19-CHEM-103698-01-Senior Thesis I,"Bennett, Clay; Davis, Luke; Kaplan, David; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur",Senior Thesis I
2198-80869,Fa19-CHEM-104793-01-Graduate Research Ms,"Thomas, Samuel",Graduate Research Ms
2198-80870,Fa19-CHEM-104848-01-Graduate Research Phd,"Bennett, Clay; Davis, Luke; Kaplan, David; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Rybak-Akimova, Elena; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur; Walt, David",Graduate Research Phd
2198-80871,Fa19-CHEM-105033-PT-Masters Degree Cont,"Thomas, Samuel",Masters Degree Cont
2198-80872,Fa19-CHEM-105095-FT-Masters Degree Cont,"Thomas, Samuel",Masters Degree Cont
2198-80873,Fa19-CHEM-105139-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-80874,Fa19-CHEM-105157-RA-Grad Research Assistant,,Grad Research Assistant
2198-80875,Fa19-CHEM-105236-PT-Doctoral Degree Cont,"Bennett, Clay; Davis, Luke; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Rybak-Akimova, Elena; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur; Walt, David",Doctoral Degree Cont
2198-80876,Fa19-CHEM-105380-FT-Doctoral Degree Cont,"Bennett, Clay; Davis, Luke; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Rybak-Akimova, Elena; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur; Walt, David",Doctoral Degree Cont
2198-80878,Fa19-CHEM-100957-01RC-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-80880,Fa19-CHEM-100957-01RF-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-80881,Fa19-CHEM-100957-01RH-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-80882,Fa19-CHEM-100549-LA-Physical Chemistry Lab,"Campbell, Victoria",Physical Chemistry Lab
2198-80883,Fa19-CHEM-100549-LE-Physical Chemistry Lab,"Campbell, Victoria",Physical Chemistry Lab
2198-80884,Fa19-CHEM-100549-LF-Physical Chemistry Lab,"Campbell, Victoria",Physical Chemistry Lab
2198-80885,Fa19-CHEM-103116-RA-Organic Spectroscopy,"Stolow, Robert",Organic Spectroscopy
2198-80886,Fa19-CHEM-101982-LA-Inorganic&synthetic Lab,"Haas, Terry",Inorganic&synthetic Lab
2198-80888,Fa19-CHEM-101407-LBB-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80889,Fa19-CHEM-103486-RA-Biochemistry II,"Pamuk Turner, Diren",Biochemistry II
2198-80890,Fa19-CHEM-140117-01-Research IV,"Bennett, Clay; Davis, Luke; Kaplan, David; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur",Research IV
2198-80891,Fa19-CHEM-103529-01-Seminar In Chemistry,"Kumar, Krishna; Lin, Yu-Shan",Seminar In Chemistry
2198-80893,Fa19-CHEM-103529-02-Seminar In Chemistry,"Kumar, Krishna",Seminar In Chemistry
2198-80894,Fa19-CHEM-101407-LB-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80895,Fa19-CHEM-101407-LC-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80896,Fa19-CHEM-101407-LCC-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80897,Fa19-CHEM-101407-LD-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80898,Fa19-CHEM-101407-LE-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80899,Fa19-CHEM-101407-LEE-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80900,Fa19-CHEM-101407-LF-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80901,Fa19-CHEM-101407-LFF-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80902,Fa19-CHEM-101407-LG-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80903,Fa19-CHEM-101407-LH-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80904,Fa19-CHEM-101407-LJ-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80905,Fa19-CHEM-101407-LJJ-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80906,Fa19-CHEM-101407-LM-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80907,Fa19-CHEM-101407-LMM-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80908,Fa19-CHEM-101407-LN-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80909,Fa19-CHEM-101407-LNN-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80910,Fa19-CHEM-101407-LP-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80911,Fa19-CHEM-101407-LPP-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80912,Fa19-CHEM-100549-LG-Physical Chemistry Lab,"Campbell, Victoria",Physical Chemistry Lab
2198-80913,Fa19-CHEM-102453-01-Quantum Mechanics,"Shultz, Mary",Quantum Mechanics
2198-80922,Fa19-CHEM-101407-LDD-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80923,Fa19-CHEM-101407-LGG-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80924,Fa19-CHEM-101407-LHH-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80925,Fa19-CHEM-110106-LDD-Chem Principles W/lab,"Campbell, Victoria",Chem Principles W/lab
2198-80927,Fa19-CHEM-110106-LG-Chem Principles W/lab,"Campbell, Victoria",Chem Principles W/lab
2198-80928,Fa19-CHEM-110106-LGG-Chem Principles W/lab,"Campbell, Victoria",Chem Principles W/lab
2198-80929,Fa19-CHEM-109761-LAA-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80930,Fa19-CHEM-109761-LB-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80931,Fa19-CHEM-109761-LBB-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80933,Fa19-CHEM-109761-LC-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80934,Fa19-CHEM-109761-LCC-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80935,Fa19-CHEM-109761-LCD-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80936,Fa19-CHEM-109761-LD-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80937,Fa19-CHEM-109761-LE-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80938,Fa19-CHEM-109761-LF-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80939,Fa19-CHEM-109761-LFF-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80940,Fa19-CHEM-109761-LG-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80941,Fa19-CHEM-109761-LH-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80942,Fa19-CHEM-109761-LHH-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80943,Fa19-CHEM-109761-LHK-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80944,Fa19-CHEM-109761-LM-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80945,Fa19-CHEM-109761-LN-Chem Fundamentals W/lab,"Kryatov, Sergiy",Chem Fundamentals W/lab
2198-80946,Fa19-CHEM-143255-01-Bioanalytical Chemistry,"Mace, Charles",Bioanalytical Chemistry
2198-80947,Fa19-CHEM-143255-LB-Bioanalytical Chemistry,"Mace, Charles",Bioanalytical Chemistry
2198-80948,Fa19-CHEM-143255-LC-Bioanalytical Chemistry,"Mace, Charles",Bioanalytical Chemistry
2198-80949,Fa19-CHEM-143255-LZZ-Bioanalytical Chemistry,"Mace, Charles",Bioanalytical Chemistry
2198-80950,Fa19-CHEM-104056-01-Senior Thesis II,"Bennett, Clay; Kaplan, David; Kenny, Jonathan; Kounaves, Samuel; Kritzer, Joshua; Kumar, Krishna; Lin, Yu-Shan; Mace, Charles; Robbat Jr, Albert; Rybak-Akimova, Elena; Scheck, Rebecca; Shultz, Mary; Sykes, Emile; Thomas, Samuel; Utz, Arthur",Senior Thesis II
2198-80951,Fa19-CHEM-110106-01RQ-Chem Principles W/lab,"Campbell, Victoria",Chem Principles W/lab
2198-80952,Fa19-CHEM-101407-LA-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80953,Fa19-CHEM-101407-LAA-Organic Chem I Lab,"Stolow, Robert",Organic Chem I Lab
2198-80954,Fa19-CHEM-143255-LJ-Bioanalytical Chemistry,"Mace, Charles",Bioanalytical Chemistry
2198-80956,Fa19-FR-121722-A-Elementary French I,"Rice, Anne-Christine",Elementary French I
2198-80957,Fa19-FR-121722-B-Elementary French I,"Miller, Kerri",Elementary French I
2198-80958,Fa19-FR-122097-C-Intermed French I,"Miller, Kerri",Intermed French I
2198-80959,Fa19-FR-122097-A-Intermed French I,"Miller, Kerri",Intermed French I
2198-80960,Fa19-FR-122097-E-Intermed French I,"Kelly, Nancy",Intermed French I
2198-80961,Fa19-FR-122097-B-Intermed French I,"Kelly, Nancy",Intermed French I
2198-80962,Fa19-FR-122097-D-Intermed French I,"Heitzman, Brenna",Intermed French I
2198-80963,Fa19-FR-122315-RA-Intermed French II,"Taieb, Anne",Intermed French II
2198-80964,Fa19-FR-122315-RC-Intermed French II,"Taieb, Anne",Intermed French II
2198-80965,Fa19-FR-122315-B-Intermed French II,"Pauling, David",Intermed French II
2198-80966,Fa19-FR-122315-RD-Intermed French II,"Taieb, Anne",Intermed French II
2198-80967,Fa19-FR-122315-RE-Intermed French II,"Taieb, Anne",Intermed French II
2198-80968,Fa19-FR-122315-C-Intermed French II,"Taieb, Anne",Intermed French II
2198-80969,Fa19-FR-122315-RB-Intermed French II,"Taieb, Anne",Intermed French II
2198-80970,Fa19-FR-122315-A-Intermed French II,"Pauling, David",Intermed French II
2198-80971,Fa19-FR-122315-RF-Intermed French II,"Taieb, Anne",Intermed French II
2198-80972,Fa19-FR-122768-A-Comp/conv I,"Heitzman, Brenna",Comp/conv I
2198-80973,Fa19-FR-122768-D-Comp/conv I,"Thomas, Viola",Comp/conv I
2198-80974,Fa19-FR-122768-RB-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80975,Fa19-FR-122768-B-Comp/conv I,"Pauling, David",Comp/conv I
2198-80976,Fa19-FR-122768-C-Comp/conv I,"Gillette, Marie",Comp/conv I
2198-80977,Fa19-FR-122768-RA-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80978,Fa19-FR-122768-RE-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80979,Fa19-FR-122768-RD-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80980,Fa19-FR-122768-RF-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80981,Fa19-FR-123131-RC-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-80982,Fa19-FR-123131-RB-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-80983,Fa19-FR-123131-RA-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-80984,Fa19-FR-123131-A-Comp/conv II,"Pearce, Tracy",Comp/conv II
2198-80985,Fa19-FR-123131-RD-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-80986,Fa19-FR-123131-C-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-80987,Fa19-FR-123131-B-Comp/conv II,"Pearce, Tracy",Comp/conv II
2198-80988,Fa19-FR-123131-RE-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-80989,Fa19-FR-123503-B-Readings In Fr Lit I,"Schub, Claire",Readings In Fr Lit I
2198-80990,Fa19-FR-128950-A-Special Topics,"Murdoch, H.",Special Topics
2198-80991,Fa19-FR-121722-D-Elementary French I,"Poncet-Montange, Anne",Elementary French I
2198-80992,Fa19-FR-121722-E-Elementary French I,"Simpson, Dana",Elementary French I
2198-80993,Fa19-FR-121860-B-Elementary French II,"Gillette, Marie",Elementary French II
2198-80994,Fa19-FR-126564-A-Advanced French Lang I,"Pearce, Tracy",Advanced French Lang I
2198-80995,Fa19-FR-122315-RG-Intermed French II,"Taieb, Anne",Intermed French II
2198-80996,Fa19-FR-122768-RC-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80997,Fa19-FR-122768-RG-Comp/conv I,"Taieb, Anne",Comp/conv I
2198-80998,Fa19-FR-123503-A-Readings In Fr Lit I,"Gasarian, Gerard",Readings In Fr Lit I
2198-81000,Fa19-FR-121722-C-Elementary French I,"Rice, Anne-Christine",Elementary French I
2198-81001,Fa19-FR-121860-RA-Elementary French II,"Taieb, Anne",Elementary French II
2198-81002,Fa19-FR-121860-RB-Elementary French II,"Taieb, Anne",Elementary French II
2198-81003,Fa19-FR-121860-RC-Elementary French II,"Taieb, Anne",Elementary French II
2198-81004,Fa19-FR-121860-RD-Elementary French II,"Taieb, Anne",Elementary French II
2198-81005,Fa19-FR-120180-01-Honors Thesis A,,Honors Thesis A
2198-81006,Fa19-FR-123131-RZ-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-81007,Fa19-FR-120983-PT-Master's Cont.part-Time,,Master's Cont.part-Time
2198-81008,Fa19-FR-121028-FT-Master's Cont.full-Time,,Master's Cont.full-Time
2198-81009,Fa19-FR-121860-A-Elementary French II,"Gillette, Marie",Elementary French II
2198-81010,Fa19-FR-122097-F-Intermed French I,"Heitzman, Brenna",Intermed French I
2198-81011,Fa19-FR-123503-C-Readings In Fr Lit I,"Naginski, Isabelle",Readings In Fr Lit I
2198-81012,Fa19-FR-128950-B-Special Topics,"Schub, Claire",Special Topics
2198-81014,Fa19-FR-122315-D-Intermed French II,"Thomas, Viola",Intermed French II
2198-81016,Fa19-FR-123131-RF-Comp/conv II,"Taieb, Anne",Comp/conv II
2198-81021,Fa19-SPN-130585-B-Adv Comp/conversation I,"Rincon Calero, Maria",Adv Comp/conversation I
2198-81023,Fa19-SPN-133187-B-Special Topics,"Pollakowski, Kathleen",Special Topics
2198-81024,Fa19-SPN-133187-A-Special Topics,"Palou, Pedro",Special Topics
2198-81025,Fa19-SPN-136034-G-Elem Spanish I,"Tano, Cheryl",Elem Spanish I
2198-81026,Fa19-SPN-136034-C-Elem Spanish I,"Malinowska, Magdalena",Elem Spanish I
2198-81027,Fa19-SPN-136034-A-Elem Spanish I,"Akers, Joana",Elem Spanish I
2198-81028,Fa19-SPN-136034-B-Elem Spanish I,"Haltom, Pam",Elem Spanish I
2198-81029,Fa19-SPN-136034-E-Elem Spanish I,"Tano, Cheryl",Elem Spanish I
2198-81030,Fa19-SPN-136034-D-Elem Spanish I,"Malinowska, Magdalena",Elem Spanish I
2198-81031,Fa19-SPN-136034-F-Elem Spanish I,"Tano, Cheryl",Elem Spanish I
2198-81032,Fa19-SPN-136179-RH-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81033,Fa19-SPN-136179-RD-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81034,Fa19-SPN-136179-B-Elem Spanish II,"Paolini, Elena",Elem Spanish II
2198-81035,Fa19-SPN-136179-RE-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81036,Fa19-SPN-136179-D-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81037,Fa19-SPN-136179-C-Elem Spanish II,"Paolini, Elena",Elem Spanish II
2198-81038,Fa19-SPN-136179-RJ-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81039,Fa19-SPN-136179-F-Elem Spanish II,"Smith, Patricia",Elem Spanish II
2198-81040,Fa19-SPN-136179-E-Elem Spanish II,"Smith, Patricia",Elem Spanish II
2198-81041,Fa19-SPN-136179-RB-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81042,Fa19-SPN-136179-RC-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81043,Fa19-SPN-136179-RA-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81044,Fa19-SPN-136179-RF-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81045,Fa19-SPN-136179-A-Elem Spanish II,"Paolini, Elena",Elem Spanish II
2198-81046,Fa19-SPN-136268-K-Intermed Spanish I,"Fernandez-Garcia, Marisol",Intermed Spanish I
2198-81047,Fa19-SPN-136268-G-Intermed Spanish I,"Malinowska, Magdalena",Intermed Spanish I
2198-81048,Fa19-SPN-136268-F-Intermed Spanish I,"Akers, Joana",Intermed Spanish I
2198-81049,Fa19-SPN-136268-L-Intermed Spanish I,"Mederos, Raysa",Intermed Spanish I
2198-81050,Fa19-SPN-136268-C-Intermed Spanish I,"Castro, Maria Isabel",Intermed Spanish I
2198-81051,Fa19-SPN-136268-E-Intermed Spanish I,"Gonzalez Pedemonte, Nilza",Intermed Spanish I
2198-81052,Fa19-SPN-136268-A-Intermed Spanish I,"Gonzalez Pedemonte, Nilza",Intermed Spanish I
2198-81053,Fa19-SPN-136268-H-Intermed Spanish I,"Castro, Maria Isabel",Intermed Spanish I
2198-81054,Fa19-SPN-136268-D-Intermed Spanish I,"Gonzalez Pedemonte, Nilza",Intermed Spanish I
2198-81055,Fa19-SPN-136268-J-Intermed Spanish I,"Castro, Maria Isabel",Intermed Spanish I
2198-81056,Fa19-SPN-136268-B-Intermed Spanish I,"Akers, Joana",Intermed Spanish I
2198-81057,Fa19-SPN-136377-RC-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81058,Fa19-SPN-136377-RD-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81059,Fa19-SPN-136377-B-Intermed Spanish II,"Risse, Katherine",Intermed Spanish II
2198-81060,Fa19-SPN-136377-RE-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81061,Fa19-SPN-136377-F-Intermed Spanish II,"de Laire Mulgrew, Anne",Intermed Spanish II
2198-81062,Fa19-SPN-136377-G-Intermed Spanish II,"Lanzas, Eugenio",Intermed Spanish II
2198-81063,Fa19-SPN-136377-RF-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81064,Fa19-SPN-136377-E-Intermed Spanish II,"Lanzas, Eugenio",Intermed Spanish II
2198-81065,Fa19-SPN-136377-A-Intermed Spanish II,"Risse, Katherine",Intermed Spanish II
2198-81066,Fa19-SPN-136377-RA-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81067,Fa19-SPN-136377-D-Intermed Spanish II,"de Laire Mulgrew, Anne",Intermed Spanish II
2198-81068,Fa19-SPN-136377-RJ-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81069,Fa19-SPN-136377-C-Intermed Spanish II,"Risse, Katherine",Intermed Spanish II
2198-81070,Fa19-SPN-136377-RB-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81071,Fa19-SPN-136616-D-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81072,Fa19-SPN-136616-C-Comp/Conv I,"Cantu, Anne",Comp/Conv I
2198-81073,Fa19-SPN-136616-F-Comp/Conv I,"Marcelin, Teresa",Comp/Conv I
2198-81074,Fa19-SPN-136616-A-Comp/Conv I,"de Laire Mulgrew, Anne",Comp/Conv I
2198-81075,Fa19-SPN-136616-RH-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81076,Fa19-SPN-136616-B-Comp/Conv I,"Arevalo-Catalan, Laura; Davis, Maria-Concepcion",Comp/Conv I
2198-81077,Fa19-SPN-136616-RA-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81078,Fa19-SPN-136616-RG-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81079,Fa19-SPN-136616-RC-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81080,Fa19-SPN-136616-RD-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81081,Fa19-SPN-136616-RE-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81082,Fa19-SPN-136616-E-Comp/Conv I,"Cantu, Anne",Comp/Conv I
2198-81083,Fa19-SPN-136616-H-Comp/Conv I,"Marcelin, Teresa",Comp/Conv I
2198-81084,Fa19-SPN-136616-J-Comp/Conv I,"Lanzas, Eugenio",Comp/Conv I
2198-81085,Fa19-SPN-136616-G-Comp/Conv I,"Cantu, Anne",Comp/Conv I
2198-81086,Fa19-SPN-136616-RB-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81087,Fa19-SPN-136616-RM-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81088,Fa19-SPN-137187-A-Comp/Conv II,"Marcelin, Teresa",Comp/Conv II
2198-81089,Fa19-SPN-137187-RB-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81090,Fa19-SPN-137187-RC-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81091,Fa19-SPN-137187-RA-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81092,Fa19-SPN-137187-RK-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81093,Fa19-SPN-137187-RL-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81094,Fa19-SPN-137187-RE-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81095,Fa19-SPN-137187-C-Comp/Conv II,"Rincon Calero, Maria",Comp/Conv II
2198-81096,Fa19-SPN-137187-B-Comp/Conv II,"Millay, Amy",Comp/Conv II
2198-81097,Fa19-SPN-137187-RJ-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81099,Fa19-SPN-137187-D-Comp/Conv II,,Comp/Conv II
2198-81100,Fa19-SPN-137187-E-Comp/Conv II,"Simpson, Dana",Comp/Conv II
2198-81101,Fa19-SPN-137187-RD-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81102,Fa19-SPN-137217-A-Span Heritage Speakers,"Berte, Maria",Span Heritage Speakers
2198-81103,Fa19-SPN-137444-A-Medieval & Early Mod Spn Lit,"Pollakowski, Kathleen",Medieval & Early Mod Spn Lit
2198-81104,Fa19-SPN-137658-A-Latin American Literature,"Millay, Amy",Latin American Literature
2198-81105,Fa19-SPN-136377-RG-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81106,Fa19-SPN-136377-RH-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81107,Fa19-SPN-136616-RJ-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81108,Fa19-SPN-136616-RL-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81109,Fa19-SPN-136616-RK-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81110,Fa19-SPN-137187-RG-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81111,Fa19-SPN-137187-RH-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81112,Fa19-SPN-136179-RG-Elem Spanish II,"Rosso-O'Laughlin, Marta",Elem Spanish II
2198-81113,Fa19-SPN-136268-N-Intermed Spanish I,"Mederos, Raysa",Intermed Spanish I
2198-81114,Fa19-SPN-136377-RK-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81115,Fa19-SPN-137187-XA-Comp/Conv II,"Levy-Konesky, Nancy",Comp/Conv II
2198-81116,Fa19-SPN-137579-A-Mod Spanish Lit,"Pollakowski, Kathleen",Mod Spanish Lit
2198-81117,Fa19-SPN-137579-B-Mod Spanish Lit,"Marquez-Raffetto, Tamara",Mod Spanish Lit
2198-81118,Fa19-SPN-137681-A-Lat Am Lit Nation Blding- 21 C,"Mazzotti, Jose Antonio",Lat Am Lit Nation Blding- 21 C
2198-81119,Fa19-SPN-137900-A-Special Topics,"Corbett, Barbara",Special Topics
2198-81120,Fa19-SPN-134880-01-Honors Thesis,,Honors Thesis
2198-81121,Fa19-SPN-136616-RZ-Comp/Conv I,,Comp/Conv I
2198-81123,Fa19-SPN-136616-RF-Comp/Conv I,"Davis, Maria-Concepcion",Comp/Conv I
2198-81124,Fa19-SPN-137681-B-Lat Am Lit Nation Blding- 21 C,"Gerassi-Navarro, Nina",Lat Am Lit Nation Blding- 21 C
2198-81125,Fa19-SPN-130585-A-Adv Comp/conversation I,"Berte, Maria",Adv Comp/conversation I
2198-81127,Fa19-SPN-136268-O-Intermed Spanish I,"Levy-Konesky, Nancy",Intermed Spanish I
2198-81128,Fa19-SPN-136377-H-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81129,Fa19-SPN-136377-RL-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81130,Fa19-SPN-136377-RM-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-81133,Fa19-SPN-137187-RF-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-81135,Fa19-SPN-141778-A-Medical Spanish,"Vicente, Josep",Medical Spanish
2198-81137,Fa19-SPN-138819-A-Health in the Spanish-Speaking,"Millay, Amy",Health in the Spanish-Speaking
2198-81138,Fa19-SPN-133187-E-Special Topics,"Ruiz, Pablo",Special Topics
2198-81142,Fa19-ITAL-122480-RB-Intermediate Italian I,"Pausini, Cristina",Intermediate Italian I
2198-81143,Fa19-ITAL-122480-B-Intermediate Italian I,"Pausini, Cristina",Intermediate Italian I
